customer_tweet_id,customer_text,raw_customer_text,support_tweet_id,support_text,support_author_id,brand,intent
131660,"Hi Please check my conv. with your #Customerservice & tell me 1 How come 5-10 days from 17th Nov. constitute to 1st Dec.? 2 When an item takes max 2-3 days to reach me, why it takes 5-10 days to reach you? Are you running some different maths here? #CustomerExperience","Hi @115850 Please check my conv. with your #Customerservice &amp; tell me 
1 How come 5-10 days from 17th Nov. constitute to 1st Dec.?
2 When an item takes max 2-3 days to reach me, why it takes 5-10 days to reach you?
Are you running some different maths here? #CustomerExperience https://t.co/hFiaMGt9nj",131659,@145691 We are sorry you feel that way. We understand you are yet to receive the refund of your order. Let us investigate this further and help assist. Kindly fill in your details here https://t.co/fN2jju3Ymx and we'll reach out to you for assistance. ^VM,AmazonHelp,AmazonHelp,other
131664,what is the point of being a Prime member if products not getting delivered to you because your delivery boy refuses to come up to 3rd floor #AmazonPrime #ridiculous #khayalipulao,"what is the point of being a Prime member if products not getting delivered to you because your delivery boy refuses to come up to 3rd floor @115850 

@118702 #AmazonPrime #ridiculous #khayalipulao",131663,@145693 That's Strange! Sorry about the unpleasant experience with the delivery. Please report it to our support team here: https://t.co/e9SokmCMi3 and we'll get this fixed. ^SC,AmazonHelp,AmazonHelp,delivery_or_delay
130312,Es cierto que los precios no incluyen los impuestos aduanales?,@116875 Es cierto que los precios no incluyen los impuestos aduanales?,131665,@145694 Antes de finalizar el pedido podrás ver en la página de resumen del pedido el total que será cobrado. Más información importante sobre otros artículos importados aquí: https://t.co/87GJWIBVAr. ^VM,AmazonHelp,AmazonHelp,other
131667,Entre le 29 novembre et le 2 décembre,@AmazonHelp Entre le 29 novembre et le 2 décembre,131669,"@145695 Soyez assuré que vous recevrez un email de confirmation dans ce sens-là, dès que votre commande est entrée dans le processus d'expédition, avant les délais de livraison annoncés bien entendu.

^SA",AmazonHelp,AmazonHelp,other
131670,"D’accord, je me posais la question car mon compte n’était pas encore débité mais merci, bonne journée !","@AmazonHelp D’accord, je me posais la question car mon compte n’était pas encore débité mais merci, bonne journée !",131671,@145695 Bonne journée à vous aussi :) ^FT,AmazonHelp,AmazonHelp,other
131668,Il m’est seulement indiqué la date de livraison et non la date d’expédition,@AmazonHelp Il m’est seulement indiqué la date de livraison et non la date d’expédition,131666,@145695 Quelle est la date de livraison qui vous a été communiquée? ^ARC,AmazonHelp,AmazonHelp,other
131673,"Bonjour, j’ai commandé un livre sur Amazon et mon compte n’a toujours pas été débité, signifiant donc que la commande n’est toujours pas envoyée, je voudrais donc savoir quand est-ce que mon compte sera débité pour que la commande ait enfin lieu svp merci.","Bonjour, j’ai commandé un livre sur Amazon et mon compte n’a toujours pas été débité, signifiant donc que la commande n’est toujours pas envoyée, je voudrais donc savoir quand est-ce que mon compte sera débité pour que la commande ait enfin lieu svp merci.@AmazonHelp",131672,"@145695 Bonjour, chaque commande est débitée au moment de l'expédition. Quelle est la date d'expédition afichée sur le suivi de votre commande ? ^ARC",AmazonHelp,AmazonHelp,other
131675,"J'avais déjà demandé au SAV, JAMAIS Chronopost ce n'est pas un service fiable","@AmazonHelp J'avais déjà demandé au SAV, JAMAIS Chronopost ce n'est pas un service fiable",131677,"@145696 Malheureusement le choix du transporteur n'est pas possible. Le transporteur est choisi en fonction de certains critères tels que votre code postal, le volume ou poids des articles. ^ARC",AmazonHelp,AmazonHelp,other
131676,"ça devient une habitude, on avait dit pourtant pas de","@AmazonHelp ça devient une habitude, on avait dit pourtant pas de @132988 https://t.co/RXoP2MKIIH",131674,@145696 J'en suis sincèrement navré. Veuillez prendre contact avec notre SAV afin de faire un suivi auprès du transporteur. ^ARC,AmazonHelp,AmazonHelp,other
131679,The switch red with Mario Odyssey deal 279,@AmazonHelp The switch red with Mario Odyssey deal 279,131678,@145697 Hey James. It's likely that the item is no longest in stock. Can you please provide a link to the item in question? Happy to look into this for you. ^TP,AmazonHelp,AmazonHelp,other
131682,"Not impressed, up at 6.30am and the Switch deal with Mario is out of stock despite showing as In Stock. While i'm on the subject a Kids console deal aimed at families deal released at midnight when most families will be in bed so the gougers get most of the stock....","@115830  Not impressed, up at 6.30am and the Switch deal  with Mario is out of stock despite showing as In Stock.  While i'm on the subject a Kids console deal aimed at families deal released at midnight when most families will be in bed so the gougers get most of the stock....",131680,"@145697 Hi James, which particular Switch deal are you looking it?^PJ",AmazonHelp,AmazonHelp,product_or_service_info
131684,First time I recommend to my friend saying 'ooh it's very nice no issue' and they deliver a wrong product which isn't eligible for return. Kidhar aake taali bajau main batao?,"First time I recommend @AmazonHelp @115850 to my friend saying 'ooh it's very nice no issue' and they deliver a wrong product which isn't eligible for return.

Kidhar aake taali bajau main batao?",131683,@145698 Apologies for the delivery of the wrong product. Did you report this to our support center? If not report it here: https://t.co/vlvfJr4nN9. We'd be glad to assist you. ^JS,AmazonHelp,AmazonHelp,delivery_or_delay
131690,Please consider changing your current guidelines as highlighted Amazon money is user money added from debit or credit or netbanking and it is unfair to restrict users own money while making purchases.,@AmazonHelp Please consider changing your current guidelines as highlighted Amazon money is user money added from debit or credit or netbanking and it is unfair to restrict users own money while making purchases.,131692,"@145399 I completely understand, Vasanth but as Amazon Gift Cards were renamed as Amazon Pay Balance, the policies do not permit purchase of the same. Having said that, I'll be certain to pass this on as a feedback internally. ^PB",AmazonHelp,AmazonHelp,other
131691,"why I am not able to purchase gift cards using Amazon pay, I believe it is my money and I have all rights to purchase the item I want restricting user while using Amazon gift and card is fine but not using Amazon money","@AmazonHelp why I am not able to purchase gift cards using Amazon pay, I believe it is my money and I have all rights to purchase the item I want restricting user while using Amazon gift and card is fine but not using Amazon money",131689,@145399 Sorry about the trouble. Current guidelines do not permit purchase of gift cards with Amazon Pay Balance. You can refer here: https://t.co/yAtGncvEdY for details about using a gift card to place the order. ^AR,AmazonHelp,AmazonHelp,other
131694,Do u guys really care about customers or just making them fool by offering cash back and never give it back....and ur representatives needs tranning even their leads...,@115850 Do u guys really care about customers or just making them fool by offering cash back and never give it back....and ur representatives needs tranning even their leads...,131693,@145524 We've already responded to your query here: https://t.co/osLmx0fBLg. Kindly share your details in it and we'll get this sorted at the earliest. ^SC,AmazonHelp,AmazonHelp,product_or_service_info
131696,"""Ten songs could not be added. Try again""","@AmazonHelp ""Ten songs could not be added. Try again""",131695,"@145699 Hmm, that is odd. Can you reach out to us directly so that we can trouble shoot this in real time? We'd be happy to investigate further via the following link: https://t.co/JzP7hlA23B ^KI",AmazonHelp,AmazonHelp,other
131698,why won't Noel Gallagher's new album download? Help!,@AmazonHelp why won't Noel Gallagher's new album download? Help!,131697,@145699 Hi George. Are you encountering an error message when you try? ^DC,AmazonHelp,AmazonHelp,other
131700,Yeah I got an error message the add basket button was there. It’s disappeared off the site again now :( will you be getting more in stock?,@AmazonHelp Yeah I got an error message the add basket button was there. It’s disappeared off the site again now :( will you be getting more in stock?,131702,@145700 Do you have a link to the item on the website?^PK,AmazonHelp,AmazonHelp,product_or_service_info
131703,No because it’s disappeared off the site now. It was the £279 deal with Mario odyssey,@AmazonHelp No because it’s disappeared off the site now. It was the £279 deal with Mario odyssey,131704,"@145700 I do apologise for this, Amy. It does seem to have been pulled from the site. We do not have any further information at this time.^SM",AmazonHelp,AmazonHelp,other
131705,Managed to get one on there now but with a different game for the same price :),@AmazonHelp Managed to get one on there now but with a different game for the same price :),131706,@145700 Great! Glad that you managed to get one!^PJ,AmazonHelp,AmazonHelp,other
131701,trying to order the Switch on amazon UK and it says in stock but won’t let me add to basket!?,@AmazonHelp trying to order the Switch on amazon UK and it says in stock but won’t let me add to basket!?,131699,"@145700 Can you let me know if you are getting an error message when you try? Or is the ""Add to Basket"" button not showing for you at all? ^KI",AmazonHelp,AmazonHelp,product_or_service_info
131709,As per the screen shot in my first tweet I was told it was passed onto technical dept and should be resolved in 24hrs.,@AmazonHelp As per the screen shot in my first tweet I was told it was passed onto technical dept and should be resolved in 24hrs.,131707,@145701 You will receive an update from us as soon as our technical teams have looked into it.^PJ,AmazonHelp,AmazonHelp,other
131711,"Yes, just been through all that on chat. Was told it was a website error","@AmazonHelp Yes, just been through all that on chat. Was told it was a website error",131710,@145701 Did the associate state that they would follow this up for you and be back in touch?^SM,AmazonHelp,AmazonHelp,technical_issue
131713,any idea when the prime weekend delivery issue with the UK site will be resolved?,@AmazonHelp any idea when the prime weekend delivery issue with the UK site will be resolved? https://t.co/qUJqBqCiAF,131712,"@145701 Hi, have you tried to set up the weekend delivery preferences again recently? You can find info on doing this here: https://t.co/rA1bZkyqnG ^BZ",AmazonHelp,AmazonHelp,delivery_or_delay
131716,Will you or your company ever respond to my cry for help? or keep ignoring me?,@115851 @115821 Will you or your company ever respond to my cry for help? or keep ignoring me?,131715,"@145702 We are here to help, Noel. Without providing us any personal information would you be able to elaborate a bit further?^SM",AmazonHelp,AmazonHelp,other
131718,"Today I got sms about my order is delivered by agent but nobody came to deliver here. It is serious Amazon, I already paid for order. Please look into matter","@AmazonHelp @115850  Today I got sms about my order is delivered by agent but nobody came to deliver here. It is serious Amazon, I already paid for order. Please look into matter https://t.co/K5pUdGAN5l",131717,@145703 That's strange! I'm sorry for the trouble with the delivery. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll have this checked right away. ^EM,AmazonHelp,AmazonHelp,delivery_or_delay
131721,"""Failed to add item to basket""","@AmazonHelp ""Failed to add item to basket""",131719,@145704 Are you able to send us a link to the items? ^PK,AmazonHelp,AmazonHelp,other
131724,Keep trying to buy Nintendo Switch with Mario Odysey on and it keeps failing even though it says there is stock...#blackfridayfail,Keep trying to buy Nintendo Switch with Mario Odysey on @115830 and it keeps failing even though it says there is stock...#blackfridayfail,131723,"@145704 Sorry to hear about that, Gareth. What is the error message that you are getting when trying to checkout?^SM",AmazonHelp,AmazonHelp,other
131726,"Hey, , da stimmt doch etwas nicht... 🤔 #ausgerechnet #filmeabend #superfilm","Hey, @115825, da stimmt doch etwas nicht... 🤔 #ausgerechnet #filmeabend #superfilm https://t.co/TaWFymrYJ3",131725,@145705 Danke für den Hinweis! Ich gebe das direkt zur Überprüfung weiter. ^KM,AmazonHelp,AmazonHelp,other
131729,"Danke für die Info, aber vielleicht solltet ihr mal an der Formulierung im Text arbeiten ;) Sobald man als Filter Vinyl angibt, merkt man ja, dass auch Vinyls im Angebot sind.","@AmazonHelp Danke für die Info, aber vielleicht solltet ihr mal an der Formulierung im Text arbeiten ;) Sobald man als Filter Vinyl angibt, merkt man ja, dass auch Vinyls im Angebot sind. https://t.co/u0iYj5OlLH",131732,@145706 Danke für den Hinweis. Gebe ich so weiter. Liebe Grüße ^TA,AmazonHelp,AmazonHelp,other
131731,Hey gilt die Aktion also auch für Vinyls und nicht nur für CDs?,Hey @AmazonHelp gilt die Aktion also auch für Vinyls und nicht nur für CDs? https://t.co/U4RKuF8DbD,131728,"@145706 Ja, du kommst hier direkt zur Aktion: https://t.co/KUGwk6zOa3 Liebe Grüße ^TA",AmazonHelp,AmazonHelp,other
131734,Merci pour votre retour. Où puis-je trouver le nom du transporteur svp ?,@AmazonHelp Merci pour votre retour. Où puis-je trouver le nom du transporteur svp ?,131736,"@145707 Je vous invite à vérifier sur les détails de votre commande, sinon nous communiquer le numéro de suivi indiqué sur votre paquet.^FT",AmazonHelp,AmazonHelp,other
131737,A priori transporteur d’hier 😠 numéro de suivi NP980025595JB : « colis laissé à l’intérieur de la boîte aux lettre »! Pour le déchirer comme ça le livreur a peut-être voulu faire entrer le carton dans la boîte ?! Fente de 10cm...,@AmazonHelp A priori transporteur d’hier @132988 😠 numéro de suivi NP980025595JB : « colis laissé à l’intérieur de la boîte aux lettre »! Pour le déchirer comme ça le livreur a peut-être voulu faire entrer le carton dans la boîte ?! Fente de 10cm...,131738,@145707 Je suis vraiment désolée pour cela. Avez-vous vérifier l'état de vos articles s'ils sont intacts ? ^SB,AmazonHelp,AmazonHelp,other
131735,Hey commande retrouvée dans cet état dans l’entrée de mon immeuble hier ! 😵 Carton éventré posé sur nos boîtes aux lettres (heureusement complet). you should have a look. Strange delivery process...,Hey @AmazonHelp commande retrouvée dans cet état dans l’entrée de mon immeuble hier ! 😵 Carton éventré posé sur nos boîtes aux lettres (heureusement complet). @115851 you should have a look. Strange delivery process... https://t.co/T6QXsNiMIs,131733,"@145707 Bonjour Laurent, je suis sincèrement désolée pour l'état du colis. Pourriez-vous nous indiquer le nom du transporteur ayant pris en charge la livraison s'il vous plaît ? ^SM",AmazonHelp,AmazonHelp,delivery_or_delay
131743,Made so many orders the last couple of day may as well just give them my bank card 😂 #Christmasiscoming #feelingfestive,Made so many @115830 orders the last couple of day may as well just give them my bank card 😂 #Christmasiscoming #feelingfestive,131742,"@145708 No need to give us your bank card, Hollie! We're just glad to be helping with your Christmas 😄 ^PJ",AmazonHelp,AmazonHelp,other
131746,And once again. No call from complaints. No delivery. Failed promises. The worst customer service I have ever received.,@AmazonHelp And once again. No call from complaints. No delivery. Failed promises. The worst customer service I have ever received. https://t.co/oAD12DeBR7,131744,@145709 Sorry for the delay. When were you promised the call back? ^RS,AmazonHelp,AmazonHelp,delivery_or_delay
131748,And Amazon strikes again!,@AmazonHelp And Amazon strikes again! https://t.co/74EyLm9BZo,131747,@145709 Apologies this is not the experience we want for you. We aim to have this with you by then. ^BD,AmazonHelp,AmazonHelp,other
131750,And still on contact? Is this how Amazon treat customers?,@AmazonHelp And still on contact? Is this how Amazon treat customers?,131749,@145709 Sorry to hear about this. Have you checked your emails? Have you checked your spam/junk folder? ^PK,AmazonHelp,AmazonHelp,other
131753,Have done. Hope i get a reply this time.,@AmazonHelp Have done. Hope i get a reply this time.,131752,@145709 Thanks for letting us know! By using that link your information has been forwarded directly to our team. We will reach back out as soon as we've had time to research this issue further. We're here to help! Please keep us posted! ^SD,AmazonHelp,AmazonHelp,other
131755,Orders going missing. Orders being returned with no explanation. Guaranteed delivery never guaranteed. Need I go on?,@AmazonHelp Orders going missing. Orders being returned with no explanation. Guaranteed delivery never guaranteed. Need I go on?,131754,@145709 I am sorry to hear this. Can you please click on the link below so my team can personally investigate this for you:https://t.co/tkLCr7DNil. ^GA,AmazonHelp,AmazonHelp,delivery_or_delay
131757,Everything is resolved and wouldn't happen again. That was yesterday. Today more issues and supervisor just said email or send letter. Well I want answers today and not in 2 weeks. Ridiculous customer service for a service I pay for.,@AmazonHelp Everything is resolved and wouldn't happen again. That was yesterday. Today more issues and supervisor just said email or send letter. Well I want answers today and not in 2 weeks. Ridiculous customer service for a service I pay for.,131756,"@145709 Hi, I am sorry to hear that you've not managed to have your issue resloved, can you please tell us what it was originally so we can help? ^ HS",AmazonHelp,AmazonHelp,complaint_or_feedback
131759,I've done that so many times yet it's still happening . I have no choice but to take this further.,@AmazonHelp I've done that so many times yet it's still happening . I have no choice but to take this further.,131758,@145709 What were you advised when speaking to the supervisor ? ^CR,AmazonHelp,AmazonHelp,other
131761,I would like to speak with complaints department.I've spoken to somebody everyday and yesterday was reassured I would have no more issues.What a joke today 1 item has already been returned for no reason and another is going to be 4 days late.Spoke with a supervisor today. Joke!!,@AmazonHelp I would like to speak with complaints department.I've spoken to somebody everyday and yesterday was reassured I would have no more issues.What a joke today 1 item has already been returned for no reason  and another is going to be 4 days late.Spoke with a supervisor today. Joke!!,131760,@145709 I'm sorry to hear about the issues. You can contact us to make a complaint: https://t.co/oGDklGgbCZ. ^PJ,AmazonHelp,AmazonHelp,other
131763,what a waste of time!! And no number for head office??? Send a email or letter and they will reply within 10 days?! Absolutely disgusting service! I am certainly taking this matter further!,@115830  what a waste of time!! And no number for head office??? Send a email or letter and they will reply within 10 days?! Absolutely disgusting service! I am certainly taking this matter further!,131762,"@145709 Hi, I'm sorry to hear you are displeased with the service. Without sharing any personal info can you give me some more details about the issue you are having and perhaps I can help? ^KK",AmazonHelp,AmazonHelp,other
131765,"return has been requested 4 days ago, but team hasn't come to collect the product yet. Kindly initiate required process.","@115850 return has been requested 4 days ago, but team hasn't come to collect the product yet. Kindly initiate required process.",131764,@125400 Apologies for the delay in picking up your product. Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^JS,AmazonHelp,AmazonHelp,other
131767,Still their is no response from your side no one come for investigation As you mention in your tweet i have provide my detail on your link This is the way of your work its really to bad service,"@AmazonHelp Still their is no response from your side no one come for investigation As you mention in your tweet i have provide my detail on your link
This is the way of your work its really to bad service",131769,"@145711 Sorry for the miss, Pratap. We'd like to have a closer look on this issue. Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^RI",AmazonHelp,AmazonHelp,other
131768,I had reported on your support page but still no response is there. You are fooling customers. Is this is your way to dealing the customer and frauding.,@AmazonHelp I had reported on your support page but still no response is there. You are fooling customers. Is this is your way to dealing the customer and frauding.,131766,@145711 I understand how worrisome this incident with the mobile phone can be. Let us investigate this further. Please provide your details here: https://t.co/beaaDm0muc &amp; we'll assist you. ^SF,AmazonHelp,AmazonHelp,other
131772,I purchased a new redmi 4 phone online on 23 oct 2017 Solution k naam pe phone blast aur complain krne pr koi response ni Ye hai mi ka jalwa,"@4572 @123289 @119351 @AmazonHelp @115821 @120320 @144769 @145712 @138673 @135980 I purchased a new redmi 4 phone online on 23 oct 2017 
Solution k naam pe phone blast aur complain krne pr koi response ni 
Ye hai mi ka jalwa https://t.co/uHYzGLG8rW",131770,"@145711 Apologies for the issues with the product. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we will help you. Also, Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^BS",AmazonHelp,AmazonHelp,other
131774,"I contacted Amazon customer support via Chat, CS was very friendly & efficient, and apparently there is no problem with my order. Thanks ! #xanatharsday2017","I contacted Amazon customer support via Chat, CS was very friendly &amp; efficient, and apparently there is no problem with my order. Thanks @116316! #xanatharsday2017 https://t.co/jzpKP07ZKR",131773,@145530 Thanks for the feedback! I'm glad that my colleagues could assist. Have a nice weekend! ^TA,AmazonHelp,AmazonHelp,other
131776,Yes - The Echo Dot is discovering all of my Philips Hue bulbs twice. When I 'forget' them - they end up automatically redetecting them every 4 hours. See the initial picture. This is a known issue (see the reviews) and have contacted twice already but no one fixing it!,@AmazonHelp Yes - The Echo Dot is discovering all of my Philips Hue bulbs twice.  When I 'forget' them - they end up automatically redetecting them every 4 hours.  See the initial picture.  This is a known issue (see the reviews) and have contacted twice already but no one fixing it!,131778,"@145713 When you reached out to us, what were you advised ? ^CR",AmazonHelp,AmazonHelp,technical_issue
131779,That someone would email me with an update in 2 business days. (I spoke to them on phone). That was a month ago -told the same 4 days ago - still waiting! It is a known issue apparently but have had this nearly a month now and it's not fixed. It DOES NOT work with,@AmazonHelp That someone would email me with an update in 2 business days. (I spoke to them on phone).  That was a month ago -told the same 4 days ago - still waiting! It is a known issue apparently but have had this nearly a month now and it's not fixed.  It DOES NOT work with @7830,131780,"@145713 Hi, really sorry to hear this! This is not the service we want our customers to experience. Can you please contact us via this link: https://t.co/JzP7hlA23B. We would like to investigate this issue further. Let us know how you get on! ^JC.",AmazonHelp,AmazonHelp,other
131781,"Hi - have already done this three times - chat, email and phone and I'm getting nowhere. People promised to phone me back with an update .....still waiting.","@AmazonHelp Hi - have already done this three times - chat, email and phone and I'm getting nowhere.  People promised to phone me back with an update .....still waiting.",131782,@145713 I'm very sorry for the poor experience! I would like one of our Social Media specialists to look into this with you. Please provide the information that is requested here: https://t.co/0zeQjIx1w7 so we can get this taken care of. ^ZW,AmazonHelp,AmazonHelp,other
131783,Thank you! Waiting on an update within 24 hours - will get in touch if that doesn’t happen. 😃,@AmazonHelp Thank you! Waiting on an update within 24 hours - will get in touch if that doesn’t happen. 😃,131784,@145713 Sounds good! Enjoy the rest of your evening. ^EZ,AmazonHelp,AmazonHelp,other
131777,- didn’t get a reply to this. Have a second Echo Dot sitting here ready to return as it is no use at the minute (doesn’t work with my lights). #echodot #alexa #philipshue,@AmazonHelp - didn’t get a reply to this. Have a second Echo Dot sitting here ready to return as it is no use at the minute (doesn’t work with my @7580 lights). #echodot #alexa #philipshue https://t.co/bMPzAXiwrB,131775,@145713 Without providing us any personal information would you be able to elaborate a bit further on the problem you are having?^SM,AmazonHelp,AmazonHelp,technical_issue
131787,Oui super merci de votre réponse.,@AmazonHelp Oui super merci de votre réponse.,131786,@124406 À votre service.,AmazonHelp,AmazonHelp,other
131789,Bonjour on peut commande sur Amazon.de si on est client français sans problème?,Bonjour @AmazonHelp on peut commande sur Amazon.de si on est client français sans problème?,131788,"@124406 Bonjour, nous vous avons répondu par DM.
^ARC",AmazonHelp,AmazonHelp,other
131791,Warum kostet der Amazon Echo Dot auf der .com Seite 29 Dollar und auf der .de Seite 39 Euro?,Warum kostet der Amazon Echo Dot auf der .com Seite 29 Dollar und auf der .de Seite 39 Euro?,131790,@145714 Die Angebote von https://t.co/nUUp5MLhYl und .de sind unabhängiger voneinaner. Daher können auch die Preise verschiedener Artikel variieren. Liebe Grüße ^TA,AmazonHelp,AmazonHelp,technical_issue
131793,"“Inspired by your purchase of <bundle with item x in it>, we thought you might like to buy item x”. Er, you shipped me one a couple of days ago already ....","“Inspired by your purchase of &lt;bundle with item x in it&gt;, we thought you might like to buy item x”. Er, you shipped me one a couple of days ago already @115830 ....",131792,"@145715 Hi, you can change your communication preferences here :https://t.co/EcVrgGiZkD ^CR",AmazonHelp,AmazonHelp,other
131798,हमारे शहर मे आप के सामान की डिलवरी की व्य्वस्था नहि है Sorry amazon. In,"@115850 हमारे शहर मे आप के सामान की डिलवरी की व्य्वस्था नहि है 
Sorry  amazon. In",131796,@145717 The availability of product delivery depends on the serviceability of pin codes and the courier availability. We'll surely take these comments as a feedback and work on it and improve our services further. ^SF,AmazonHelp,AmazonHelp,other
131800,I have contacted amazon india 20 times and they offer me a call back which i never received nor i got any resolution for a cash back issue..they r of no help and it's depressing to contact again n again for the same issue.I forworded my bank statement 3-4 times,@115850 @115821 I have contacted amazon india 20 times and they offer me a call back which i never received nor i got any resolution for a cash back issue..they r of no help and it's depressing to contact again n again for the same issue.I forworded my bank statement 3-4 times,131799,@145524 We're sorry to know you've not yet received cashback. Please share your details here: https://t.co/GIJyeYqKE0  I'll reach out to you with further assistance. ^AR,AmazonHelp,AmazonHelp,product_or_service_info
132340,I’ve tried that too! Just get ‘it’s been marked as delivered’,@AmazonHelp I’ve tried that too! Just get ‘it’s been marked as delivered’,132342,@145861 Have you had a chance to reach out to the courier? https://t.co/2Vw61TN5Sd ^RO,AmazonHelp,AmazonHelp,delivery_or_delay
132343,Done that - order details don’t specify who the courier is,@AmazonHelp Done that - order details don’t specify who the courier is,132344,@145861 When in touch were you advised of a time frame to wait? Has there been any update on the tracking today - https://t.co/Jr1kcqQUJY ? ^TP,AmazonHelp,AmazonHelp,delivery_or_delay
132341,Done all that. Just got told that it *might* have been mis-scanned by the driver...at 11pm and probably didn’t want to deliver that late at night,@AmazonHelp Done all that. Just got told that it *might* have been mis-scanned by the driver...at 11pm and probably didn’t want to deliver that late at night,132339,@145861 Sorry to hear that Kerri. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,AmazonHelp,AmazonHelp,delivery_or_delay
132348,"Appalling service lately. Items marked as delivered when not, no emails just Customer Services who say ‘It’s been delivered’....on top of being two days late on Prime","@115830 Appalling service lately. Items marked as delivered when not, no emails just Customer Services who say ‘It’s been delivered’....on top of being two days late on Prime",132347,"@145861 I'm sorry to hear that, Kerri. Do you currently have an order that is marked as delivered and you still didn't receive it? You can find more info on how to locate your parcel here: https://t.co/4hadbn7H46 ^MA",AmazonHelp,AmazonHelp,delivery_or_delay
69735,ohhhh 😍 voilà qui est fait :-),@AmazonHelp ohhhh 😍 voilà qui est fait :-),132349,@131799 Enregistrement fait 🙂,AmazonHelp,AmazonHelp,other
132350,N’oubliez pas de remplir la vôtre aussi 🙂,@AmazonHelp N’oubliez pas de remplir la vôtre aussi 🙂,132351,@131799 Ce sera fait 😉 Je vous tiendrais au courant 😉,AmazonHelp,AmazonHelp,other
132352,J’en trépigne d’impatience ☺️,@AmazonHelp J’en trépigne d’impatience ☺️,132353,@131799 😄😄,AmazonHelp,AmazonHelp,other
132355,Done all that. Anymore gems on that sheet of paper you've got??...,@AmazonHelp Done all that. Anymore gems on that sheet of paper you've got??...,132357,"@145862 Have you raised it with customer services yet, Joel? If so what did they advise you?^SM",AmazonHelp,AmazonHelp,other
132359,Spoke to 2 people yesterday who basically just read out the information I already have via your app. Raised it as a complaint but heard nothing back! I've emailed your customer services today. I await reply.,@AmazonHelp Spoke to 2 people yesterday who basically just read out the information I already have via your app. Raised it as a complaint but heard nothing back! I've emailed your customer services today. I await reply.,132360,"@145862 Please keep us informed about the reply you get, Joel.^PJ",AmazonHelp,AmazonHelp,other
132361,I just did. In a nut shell you have said you don't know where the order is. Thanks for being a loyal customer but sorry we'll refund you. You have wasted my entire week and that's the best you guys can do. Pretty poor,@AmazonHelp I just did. In a nut shell you have said you don't know where the order is. Thanks for being a loyal customer but sorry we'll refund you. You have wasted my entire week and that's the best you guys can do. Pretty poor,132362,"@145862 Could you fill some details here: https://t.co/tkLCr7DNil so that we can escalate and investigate this further for you, Joel? ^PJ",AmazonHelp,AmazonHelp,refund_or_compensation
132363,Have completed the form and will await contact,@AmazonHelp Have completed the form and will await contact,132364,"@145862 Thank you, Joel. We will be in touch soon.",AmazonHelp,AmazonHelp,other
132356,So to continue this saga. It now shows that my parcel has been delivered and handed to a resident. I can assure you it most certainly hasn't and I still do not have my order!,@AmazonHelp So to continue this saga. It now shows that my parcel has been delivered and handed to a resident. I can assure you it most certainly hasn't and I still do not have my order!,132354,"@145862 Hey Joel, have you checked with any of your neighbours? You can find more info on how to locate your parcel here: https://t.co/8RCJbNVYLd ^MA",AmazonHelp,AmazonHelp,delivery_or_delay
132366,Recieved an email saying my delivery is coming tonight but on my app it says tomorrow. Which is it? This is becoming a bit of a farce,@AmazonHelp Recieved an email saying my delivery is coming tonight but on my app it says tomorrow. Which is it? This is becoming a bit of a farce,132365,@145862 I understand your frustration! We expect it to arrive today if this was the most recent notification. Please keep us posted on the arrival. ^SJ,AmazonHelp,AmazonHelp,delivery_or_delay
132369,It will have to be done this way but I am not particularly comfortable with this after Amazon previously put a delivery in my outside bin!,@AmazonHelp It will have to be done this way but I am not particularly comfortable with this after Amazon previously put a delivery in my outside bin!,132367,"@145862 Sorry to hear that, Joel. If you aren't in, we will aim to deliver to your specified safe location for you. Please let me know if you have any further issues.^TI",AmazonHelp,AmazonHelp,delivery_or_delay
132372,I ordered item Order # 026-9925496-9968316 on the 17th Nov via Prime. It has still not arrived. Any ideas where it is??? Not happy!,@AmazonHelp I ordered item Order # 026-9925496-9968316 on the 17th Nov via Prime. It has still not arrived. Any ideas where it is??? Not happy!,132370,@145862 Sorry to hear this - however we can not access your account via Twitter. What was the delivery date provided in the order confirmation email ? ^TD,AmazonHelp,AmazonHelp,delivery_or_delay
132376,Amazon prime will be the death of my bank account,Amazon prime will be the death of my bank account,132375,"@145864 Hey Leo! Don't worry about it, at least you're gonna have some. Awesome stuff! 👊 ^JC",AmazonHelp,AmazonHelp,payment_or_billing
132378,I have already done this on multiple occasions and still waiting for to help.,@AmazonHelp I have already done this on multiple occasions and still waiting for @115850  to help.,132380,@145865 Kindly provide your details in the link shared earlier and we'll reach out to you. ^GK,AmazonHelp,AmazonHelp,other
132381,I have already done it on multiple occasions as mentioned in my previous response. Please get your act together needs to own it up,@AmazonHelp @115850 I have already done it on multiple occasions as mentioned in my previous response. Please get your act together @115850 needs to own it up,132382,@145865 We've not received your details. Please share them through the secure link provided earlier and we'll reach out to you soon. ^AP,AmazonHelp,AmazonHelp,other
