query_id,query_text,gold_intent,rank,similarity_score,relevance_score,retrieved_customer,retrieved_support
17,disappoints again. Received text that groceries were delivered but they weren’t (prob wrong house). And they can’t re-deliver 😩,delivery_or_delay,2,0.2386,1,Today again I received wrong item : 403-3179435-0953905,@216401 provide your order/account details as we consider them to be personal info. Our page is visible to the public. [2/2] ^NS
17,disappoints again. Received text that groceries were delivered but they weren’t (prob wrong house). And they can’t re-deliver 😩,delivery_or_delay,3,0.2344,1,Hi can you give a kick. They’ve delivered by Prime order to the wrong house and didn’t respond.,"@154652 I'm sorry you have yet to receive your order, Sanjay! Have you been able to reach out to us here: https://t.co/JzP7hlA23B? If so, what options or information has been provided to you? ^JP"
17,disappoints again. Received text that groceries were delivered but they weren’t (prob wrong house). And they can’t re-deliver 😩,delivery_or_delay,4,0.2209,1,Again received email from your side it is delivered but it's not. Pathetic.,"@192063 I understand and I'm sorry about the status. Have you shared your details as requested? If not, please do so. ^HA"
17,disappoints again. Received text that groceries were delivered but they weren’t (prob wrong house). And they can’t re-deliver 😩,delivery_or_delay,5,0.1975,1,"No it wasn’t, says they were delivered together","@188009 Sorry, please contact us here: https://t.co/hApLpMlfHN so an agent can look into this for you. ^JJ"
149,Bitter experience with bcoz of which i missed oneplus5T .Very poor service,complaint_or_feedback,1,0.4404,1,very poor service Amazon,@174955 Kindly share your details using the link we had shared. We'll help you. ^CB
149,Bitter experience with bcoz of which i missed oneplus5T .Very poor service,complaint_or_feedback,2,0.3396,1,It's 2 pieces Fastrack wrist band. Very poor service by,"@167356 Certainly not what we intended, Mihir. I hope you've filled in the details in the link provided earlier. ^JC"
149,Bitter experience with bcoz of which i missed oneplus5T .Very poor service,complaint_or_feedback,3,0.331,1,very poor customer service 😡,@190898 My apologies for the ill experience. We're following up with your concern via DM. ^HA
149,Bitter experience with bcoz of which i missed oneplus5T .Very poor service,complaint_or_feedback,4,0.3255,1,very poor service in Amazon my Amazon number 9797526413,@206023 provide your account details as we consider them to be personal information. Our Twitter page is visible to public. 2/2^SB
149,Bitter experience with bcoz of which i missed oneplus5T .Very poor service,complaint_or_feedback,5,0.2973,1,Delivery service is very poor,"@158463 Sorry to know about the delivery issue. As soon as we receive your details in the link shared above, we'll reach out. ^KA"
94,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,technical_issue,1,0.4841,1,how can I get an invite for Amazon Echo. maybe you can help.,@206058 Check this link https://t.co/Yo6lvGW5Cq out for an invitation. You would find it on the right -hand side of the page. ^VM
94,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,technical_issue,2,0.3769,2,Amazon please give me an invite for Amazon echo Dot or i will start to cry.,"@201848 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^SQ"
94,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,technical_issue,3,0.374,1,"Want to try Amazon Echo Dot, have requested an invite. Invite bhej do yaar!!","@120467 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^ZH"
94,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,technical_issue,4,0.3376,1,When can i expect an invite ?,"@182311 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^KA"
94,my frnd got an invite for Amazon Echo....can I book echo for me using his invite? Because I cannot book using his invite. Help.,technical_issue,5,0.3373,1,Disappointed that an invite for Echo has still not been sent. :((,"@126724 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^SV"
66,Now if my #prime fees aren’t due until the 22nd why would they suspend my membership TODAY? What’s with these companies?💩🤢,payment_or_billing,1,0.2198,1,They never came on the 22nd nor today the 24th,@164628 That's odd! We'd like to help further! Could you confirm the delivery date of the package as well as the current tracking status? You can find that info here: https://t.co/Y5jpI9gRhE ^HM
66,Now if my #prime fees aren’t due until the 22nd why would they suspend my membership TODAY? What’s with these companies?💩🤢,payment_or_billing,2,0.169,1,Current #firstWorldProblem is a computer I bought from off that was supposed to show up on the 22nd and now I see it won't arrive until the 27th. So much for breaking it in over the weekend.,"@157512 Oh no! I'm sorry you're experiencing a delivery delay! Keep us posted, we want to know it arrived on or before your new delivery date. ^EA"
66,Now if my #prime fees aren’t due until the 22nd why would they suspend my membership TODAY? What’s with these companies?💩🤢,payment_or_billing,3,0.167,1,What's with all the shipping delays?,"@137594 Hi, Ali! Without revealing any personal or account info, could you please let us know what's going on? ^RB"
66,Now if my #prime fees aren’t due until the 22nd why would they suspend my membership TODAY? What’s with these companies?💩🤢,payment_or_billing,4,0.1663,0,"how to stop my prime membership, since i was scammed and you do nothing to me, i need to cancel my membership.",@120322 Which Amazon website did this happen on? ^KM
66,Now if my #prime fees aren’t due until the 22nd why would they suspend my membership TODAY? What’s with these companies?💩🤢,payment_or_billing,5,0.1661,1,"Ummm , why would these two vibrators be added accessories for my T-Outliner trimmer replacement blade?",@129779 Thank you for letting us know. We have reported this to the proper team. ^CO
61,Can you please PM me I have a problem with my kindle fire it won't start up but it's fully charged :(,payment_or_billing,1,0.3126,1,"I have a problem with my order,can you able to resolve it?",@205263 Please let us know what went wrong and we'll be happy to help. ^SH
61,Can you please PM me I have a problem with my kindle fire it won't start up but it's fully charged :(,payment_or_billing,2,0.2644,1,can you please with my query above,@176518 Please contact us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK
61,Can you please PM me I have a problem with my kindle fire it won't start up but it's fully charged :(,payment_or_billing,3,0.2524,1,Why has Skype suddenly stopped working on my kindle fire please?,"@197573 I'm sorry for any inconveniences, Dave. Have you tried uninstalling and re-installing the app on your Kindle? ^SK"
61,Can you please PM me I have a problem with my kindle fire it won't start up but it's fully charged :(,payment_or_billing,4,0.2455,1,can you please help,"@186977 Of course! Without sharing account or order details, will you tell us how we can assist you today? ^DW"
61,Can you please PM me I have a problem with my kindle fire it won't start up but it's fully charged :(,payment_or_billing,5,0.2388,1,my daughter has a Kindle Fire 7 & is trying to lay down & read a book but it keeps rotating can you help?,@218642 Frustrating! Let's try to turn off auto-rotation here: https://t.co/KXDtNQJfSg ^CS
85,Currently trying to figure out why my computer at work won’t load Amazon Prime Video???,technical_issue,1,0.3581,2,I'm trying to figure out why do I PAY for amazon prime and 2 items I ordered a WEEK ago haven't arrived and I was supposed to receive in 2 days 😡😡,"@207570 I'm sorry for the trouble, Jonique! Have we missed the estimated delivery date provided at checkout/in your e-mail? ^FD"
85,Currently trying to figure out why my computer at work won’t load Amazon Prime Video???,technical_issue,2,0.311,1,order placed 11 p.m. Monday night 6:30 Saturday morning still trying to figure out Bank stuff #notsmart,"@192708 Sorry, can you tell us a bit more about the issue without sharing any personal or account info? ^JJ"
85,Currently trying to figure out why my computer at work won’t load Amazon Prime Video???,technical_issue,3,0.2986,1,I would like to speak to someone on the phone to figure out why I can't sign in.,"@215663 Hi Tom, please reach out to us here: https://t.co/JzP7hlA23B we'll help ^AS"
85,Currently trying to figure out why my computer at work won’t load Amazon Prime Video???,technical_issue,4,0.28,1,Trying to figure out how to get support for my son kindle fire kids edition.,"@202608 We'd like to help! Without providing account info, can you tell us more about the problem? ^WT"
85,Currently trying to figure out why my computer at work won’t load Amazon Prime Video???,technical_issue,5,0.2643,1,does Saturday not count as a day anymore? Trying to figure out how something ordered today w 2 day Shipping won’t be here until Monday...4 days from now.,@134792 I'm so sorry! Some items take a little longer to process than others. We aim to deliver by the date given in your order confirmation e-mail. Please let us know if you don't get your order by then! ^TK
68,Just ordered One plus 5t. Please get in touch with me. There is an issue with the payment option. Order no: 171-3942478-2297142,payment_or_billing,1,0.2862,1,Please get in touch with ATS for priority delivery. It's a replacement and needed urgently.,"@169995 Replacement order will be dispatched on standard delivery method only, kindly wait till the speculated time. ^MJ"
68,Just ordered One plus 5t. Please get in touch with me. There is an issue with the payment option. Order no: 171-3942478-2297142,payment_or_billing,2,0.2798,1,I ordered one plus 5 instead of plus 5t by mistake. Can you please take back my order I want One plus 5t... My previous phone got stolen from dadar station. I had saved all my money for 5t and I m getting 5. Please help me... I want 5t,"@220247 I understand your concern. In case, the order is not delivered, you may request to cancel the order and place a new order for oneplus 5t. For further concerns please contact our support team here: https://t.co/vlvfJrlYEH. ^BS"
68,Just ordered One plus 5t. Please get in touch with me. There is an issue with the payment option. Order no: 171-3942478-2297142,payment_or_billing,3,0.2737,1,I haven't been able to get in touch with them,@160537 I do apologize about the delay! Please let us know if you do not receive the shipment tomorrow! ^TR
68,Just ordered One plus 5t. Please get in touch with me. There is an issue with the payment option. Order no: 171-3942478-2297142,payment_or_billing,4,0.2698,1,your customer service sucks.. there is no way i can get in touch with you'll.. #AmazonGreatIndianFestival,"@170833 Sorry to know that, you can reach out to us via phone, chat or email using the link here: https://t.co/qWSC0jKBRG. ^PS"
68,Just ordered One plus 5t. Please get in touch with me. There is an issue with the payment option. Order no: 171-3942478-2297142,payment_or_billing,5,0.2627,1,I purchased this frame last week (order no 204-9478442-026595000) and it has broken immediately upon arrival. Please get in touch re a refund.,@220252 I'm very sorry that your item broke upon arrival! Please reach out to us here: https://t.co/JzP7hlA23B so we can go over your options with you. ^AH
126,Hey till when is your exchange offer on electronics on till?,product_or_service_info,1,0.3222,1,why not exchange offer other area pincode.492001,@170803 we are continuously working to expand our Exchange Offer selection.2/2 ^SB
126,Hey till when is your exchange offer on electronics on till?,product_or_service_info,2,0.2912,1,Exchange offer ke 1006 rs milenge kaise? Aapka customer care khud confuse hai...,"@169759 I'd like to take a closer look into this, please share your details on the link here: https://t.co/cllwXc2HeK. ^PS"
126,Hey till when is your exchange offer on electronics on till?,product_or_service_info,3,0.2691,1,"Are we going to have exchange offer today on ? Please keep, i wanna buy #OnePlus5t with exchange.. #OnePlus5TLaunch #OnePlusPopUp","@143958 We don't have an announcement on this yet, Ketan. Request you to check the availability of exchange option while placing the order. ^MK"
126,Hey till when is your exchange offer on electronics on till?,product_or_service_info,4,0.2555,1,Is the 8000 cashback offer on iphone 8 still available...,@146431 All the applicable promotions and offers will be mentioned on the product details page. Please check for the same. ^AP
126,Hey till when is your exchange offer on electronics on till?,product_or_service_info,5,0.2509,1,100% Cashback and iPhone8 offer on recharge is App only offer or website offer also,"@176235 While we do have promotions on the website and app, there are certain app exclusive promotions too. ^MS"
133,"ibwz tryng 2 pik dis deal,bt m getting extra 1k exchange nly in spite of 2k. So wts actually offer. Plz explain",product_or_service_info,1,0.3453,1,Sir In spite of repeated reminder to Amazon for sales promotion offer falls on deaf ears.,"@190854 We apologize for this. We’d like to assist you, please fill this form: https://t.co/beaaDm0muc and we'll resolve it.^RS"
133,"ibwz tryng 2 pik dis deal,bt m getting extra 1k exchange nly in spite of 2k. So wts actually offer. Plz explain",product_or_service_info,2,0.2872,1,"I'm facing issue linking my kindle edition to print version. In spite of many emails, it's not getting resolved. What can I do?","@159200 here: https://t.co/beaaDm0muc, we'll get back to you soon. (2/2)^AP"
133,"ibwz tryng 2 pik dis deal,bt m getting extra 1k exchange nly in spite of 2k. So wts actually offer. Plz explain",product_or_service_info,3,0.2547,1,WORST CUSTOMER SERVICE AMAZON INDIA Order #171-7608331-2267505 not able to solve the problem in spite of repeated requests.,"@199334 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
133,"ibwz tryng 2 pik dis deal,bt m getting extra 1k exchange nly in spite of 2k. So wts actually offer. Plz explain",product_or_service_info,4,0.2462,1,Horrible service ! Ordered for Cot 2weeks ago.Nobody came for installation yet in spite of 10-12 calls. HELP,@183298 We're following up with your concern here: https://t.co/IJFvRZsbKe. Please refer. ^VN
133,"ibwz tryng 2 pik dis deal,bt m getting extra 1k exchange nly in spite of 2k. So wts actually offer. Plz explain",product_or_service_info,5,0.2462,1,Horrible service ! . Ordered for Cot 2weeks ago.Nobody came for installation yet in spite of 10-12 calls. HELP !!!,@183298 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD
10,"Sort it out please, I don't pay the subscription fee to have my parcels left where anyone could steal them.",delivery_or_delay,1,0.2639,1,pfft still waiting for my copy. Sort it out,@186454 Have we missed a delivery date? ^TR
10,"Sort it out please, I don't pay the subscription fee to have my parcels left where anyone could steal them.",delivery_or_delay,2,0.2596,1,Plz sort it out asap.... m begging u,@203470 We're on it! Please reply to the correspondence from Social Media team so that we can sort this soon for you. ^VN
10,"Sort it out please, I don't pay the subscription fee to have my parcels left where anyone could steal them.",delivery_or_delay,3,0.2557,1,hey I don’t pay for Prime 2 day shipping to have my packages delayed ☹️,"@137583 Hi Madison, without going into personal account info can you tell us more about this please? ^HS"
10,"Sort it out please, I don't pay the subscription fee to have my parcels left where anyone could steal them.",delivery_or_delay,4,0.2426,1,Just sort it out for future please I never want to have such shoddy service again,"@147579 Absolutely understandable and thank you for sharing your thoughts. If there's anything we can do going forward, please let us know! ^KN"
10,"Sort it out please, I don't pay the subscription fee to have my parcels left where anyone could steal them.",delivery_or_delay,5,0.2346,1,"I'm having problems with my order, could you sort it out",@207115 I'm sorry that you are facing an issue with one of your orders. Please reach out to our support team (1/2) ^AM
19,paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,delivery_or_delay,1,0.2668,1,Yes they told they cant do anything in this matter. Just tell me the product will be delivered or not??,@162536 along your comments to ensure necessary actions are taken to avoid similar instances in the future. 2/2 ^GK
19,paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,delivery_or_delay,2,0.2217,1,"I've called already, was told they can't help me today.",@179371 What options were we able to provide you once you contacted us? ^WM
19,paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,delivery_or_delay,3,0.2033,1,last Saturday they told they will replace my bag n still no one came 🙁,@220275 Apologies for the delay. May I know if you have contacted our support team from the link provided via DM? ^BS
19,paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,delivery_or_delay,4,0.1893,1,Better you replace all human being from your call center and put robot there as no point talking to them as they told me they cant help 1/2,@200258 Apologies for this ordeal. Let me take a closer look. Please share your details here: https://t.co/GIJyeYqKE0. ^HD
19,paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,delivery_or_delay,5,0.1785,1,the call to customer care disconnects saying that they could not find my order (automated voice),@209757 Please connect with the support team from here: https://t.co/vlvfJr4nN9. At the page you can skip the reason for contact. ^HA
56,What is this ? The #GST charged by you on which price !!! cont... 2/1,payment_or_billing,1,0.3884,1,What is this ?,@158923 Sorry for the trouble you've had with the pick up. Kindly fill in your details here: https://t.co/GIJyeYqKE0 &amp; I'll help you. ^MM
56,What is this ? The #GST charged by you on which price !!! cont... 2/1,payment_or_billing,2,0.3712,2,Then what is this ? The way to making #GST as horrible !,@158923 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
56,What is this ? The #GST charged by you on which price !!! cont... 2/1,payment_or_billing,3,0.3121,1,WHAT IS THIS HELL I’M IN 😡,@205131 Oh no! Have you tried deleting the app and then reinstalling it? Here are some more helpful options: https://t.co/RIrGDbQ8PM ^GM
56,What is this ? The #GST charged by you on which price !!! cont... 2/1,payment_or_billing,4,0.2348,1,"What is this ?? Is this the way you treat your customers?? Seriously, I want an answer from you","@118924 don't provide your order details, as we consider it to be personal information. Our Twitter page is public. 4/4​ ^EM"
56,What is this ? The #GST charged by you on which price !!! cont... 2/1,payment_or_billing,5,0.2325,1,Is this the only solution do you have?,"@210304 We'll need your details through the link shared earlier, to take a closer look into your concern and help. ^MA"
76,I have £173.94 of pending transactions currently waiting to be paid to amazon. I have only ordered about £127 of stuff and I was told the transactions would clear and the extra payments would be cancelled when I received the order. I sent two emails regarding this and got 1 back.,payment_or_billing,1,0.23,1,The only email I have received said that the money that was ‘pending’ would be taken out or would be cancelled when I received my order but it hasn’t so I still have almost £200 pending and don’t know if the payments are coming or going over a week after I got the first delivery,@131415 I am sorry to hear this Lois. Can you please contact us through the following link so we can investigate this for you and we will also look to see can we change the delivery method for you: https://t.co/JzP7hlA23B.^GA
76,I have £173.94 of pending transactions currently waiting to be paid to amazon. I have only ordered about £127 of stuff and I was told the transactions would clear and the extra payments would be cancelled when I received the order. I sent two emails regarding this and got 1 back.,payment_or_billing,2,0.1772,1,A call back would be preferable!,"@131820 Sure! Once we receive your email, we'll contact you right away. Appreciate your patience. ^HS"
76,I have £173.94 of pending transactions currently waiting to be paid to amazon. I have only ordered about £127 of stuff and I was told the transactions would clear and the extra payments would be cancelled when I received the order. I sent two emails regarding this and got 1 back.,payment_or_billing,3,0.1648,1,I’d rather the order just be cancelled so I don’t have the extra hassle of returning items because they didn’t arrive on time. That’s a waste of my time.,"@131776 We have no access to your account or orders through social media. If you haven't done so already, please reach us directly via the ^HS provided so we may look into available options for you. ^BV"
76,I have £173.94 of pending transactions currently waiting to be paid to amazon. I have only ordered about £127 of stuff and I was told the transactions would clear and the extra payments would be cancelled when I received the order. I sent two emails regarding this and got 1 back.,payment_or_billing,4,0.1616,1,I ordered a 6x8 cheese grater and I GOT THIS?,@180627 Oh no! I'm sorry it's so much smaller than expected. You can find return options here: https://t.co/RnsTrmvlBG ^JN
76,I have £173.94 of pending transactions currently waiting to be paid to amazon. I have only ordered about £127 of stuff and I was told the transactions would clear and the extra payments would be cancelled when I received the order. I sent two emails regarding this and got 1 back.,payment_or_billing,5,0.1555,1,I just sent two DMs,@182212 Thank you for reaching out. I've responded to the DM you sent to us. ^GR
151,pathetic service i am not happy with your service inspite i am prime user of Amazon service.,complaint_or_feedback,1,0.3306,2,"thank you for reply. Thank for your service 🙏🙏🙏 I think it enough, Most happy with your service.","@147824 We'd like to help you, unfortunately we'd not be able to check/access your account until the details are provided through the link. I'm sorry, we'd not be able to offer any additional insight in this matter. Appreciate your understanding. ^EM"
151,pathetic service i am not happy with your service inspite i am prime user of Amazon service.,complaint_or_feedback,2,0.2803,2,I always happy with Amazon customer service,"@158408 I'd say we've accomplished what we always strive for, thank you for sharing this with us. Cheers! 😎 ^MA"
151,pathetic service i am not happy with your service inspite i am prime user of Amazon service.,complaint_or_feedback,3,0.2803,2,I have reported all 4 times . But today I faced 4th such instance. Please improve your service. I am a Prime Member.,@206133 Report this in the link shared above &amp; necessary actions will be taken to make things right. 2/2 ^MJ
151,pathetic service i am not happy with your service inspite i am prime user of Amazon service.,complaint_or_feedback,4,0.2688,1,Pathetic service level of amazon,@123971 provided earlier? 2/2 ^KH
151,pathetic service i am not happy with your service inspite i am prime user of Amazon service.,complaint_or_feedback,5,0.2653,1,Unhappy with your service 😔,@201075 Sorry for the unpleasant experience. Please let us know what went wrong so that we can assist you accordingly. ^SH
105,Lost my 2FA device. But the alternative login page gives a 404. So I’m locked out :(,account_or_access,1,0.296,1,gives a 404. This is urgent!!!,@219367 What browser are you using?^CD
105,Lost my 2FA device. But the alternative login page gives a 404. So I’m locked out :(,account_or_access,2,0.2719,1,I have lost my pffer right,@206022 A cancelled order is followed up with an email explaining the reason. Please refer the same. ^HK
105,Lost my 2FA device. But the alternative login page gives a 404. So I’m locked out :(,account_or_access,3,0.2529,1,"Also gives a 404 on Safari, on a Mac and on a mobile device.",@219367 Please call us on the number found via this link: https://t.co/jzvkhdlrK5. (No log in required). ^JJ
105,Lost my 2FA device. But the alternative login page gives a 404. So I’m locked out :(,account_or_access,4,0.229,1,"Amazon lost my package, i lost my apple watch band and nike shorts... i just cant win",@225396 I'm so sorry that you haven't received your package! Have you reached out to us to see if we can send you a replacement or refund? ^TN
105,Lost my 2FA device. But the alternative login page gives a 404. So I’m locked out :(,account_or_access,5,0.2236,1,I am locked out of my account so I can’t log into that. What now?,"@189283 No worries, Tristan! Please use the skip sign in option below the yellow sign in bar. ^ML"
136,I have raised a complaint today evening 👍 any cash back offers for jio/airtel users on upgrading to Amazon prime account. ?,product_or_service_info,1,0.3135,1,Any exchange offers for oneplus5,"@147314 Considering that One plus 5T in on flash sale, we do not have any information regarding the availability of exchange option. ^KA"
136,I have raised a complaint today evening 👍 any cash back offers for jio/airtel users on upgrading to Amazon prime account. ?,product_or_service_info,2,0.2353,1,Naa Amazon cash back coupon code raledu mee company nundi 😠,@158272 Could you please tell me which cash back you are referring to so that I can check it ? ^AU
136,I have raised a complaint today evening 👍 any cash back offers for jio/airtel users on upgrading to Amazon prime account. ?,product_or_service_info,3,0.2222,1,"Funny!Yesterday prime account activation was rs499 , today 999 with 500 cash back into amazon pay . Creepy offer for intense user","@120224 Umm.. creepy, not sure. The offer was rolled out keeping in mind the benefit of our existing customers. Enjoy! ^AB"
136,I have raised a complaint today evening 👍 any cash back offers for jio/airtel users on upgrading to Amazon prime account. ?,product_or_service_info,4,0.2087,1,"sir jb aap sabhi customers k liye POS machine available nhi karwa sakte h,to phir cash back OFFERS launch mat kijiye.",@192283 This will be heard internally as feedback for improvements. 2/2 ^MJ
136,I have raised a complaint today evening 👍 any cash back offers for jio/airtel users on upgrading to Amazon prime account. ?,product_or_service_info,5,0.2027,1,i didn't got cash back till now,"@209572 I'm sorry you've not received the cashback for the order. Please share the relevant details here: https://t.co/beaaDm0muc we'll look into it and reach out to you. Also, please don't provide your order details, as we consider it to be personal information. ^AP"
138,I sent an email Though I dont understand why I had to cuz all I want to do is turn off advertisements & promos on my lock screen,product_or_service_info,1,0.4563,1,How do I turn lock-screen advertisements off?,@172620 Please reach out here so we can look into this for you  https://t.co/hApLpMlfHN ^KM
138,I sent an email Though I dont understand why I had to cuz all I want to do is turn off advertisements & promos on my lock screen,product_or_service_info,2,0.3205,1,thanks. I sent an email,@155864 Thanks for letting us know! Please keep us updated on the outcome! ^LR
138,I sent an email Though I dont understand why I had to cuz all I want to do is turn off advertisements & promos on my lock screen,product_or_service_info,3,0.3205,1,"Thanks, I sent an email.",@200426 Thank you. You can expect a reply shortly. ^MG
138,I sent an email Though I dont understand why I had to cuz all I want to do is turn off advertisements & promos on my lock screen,product_or_service_info,4,0.2677,1,All I want to do is sit and chill and read book but have delayed the delivery until apparently Tuesday #angry,"@176751 Hey there, Stevie! I'm terribly sorry the delay has occurred. Any reason on tracking given here: https://t.co/aaDyEz1VgE ^TM"
138,I sent an email Though I dont understand why I had to cuz all I want to do is turn off advertisements & promos on my lock screen,product_or_service_info,5,0.2655,1,i dont understand why your supervisor provide me wrong details,"@192049 I'm sorry, could you please elaborate on your concern? We'd like to check it. ^HD"
165,I’ve been very disappointed with the past year or so. I keep getting my prime orders late. I just had to cancel another late order because it’s not going to be here in time for my work’s donation to the . I ordered it a week in advance.,complaint_or_feedback,1,0.2949,1,We’ve just had to cancel the order as it wouldn’t be here in time.,@191830 So sorry for any inconvenience caused Nala. ^NV
165,I’ve been very disappointed with the past year or so. I keep getting my prime orders late. I just had to cancel another late order because it’s not going to be here in time for my work’s donation to the . I ordered it a week in advance.,complaint_or_feedback,2,0.2077,1,very disappointed with my product seriously,"@210803 I'm sorry to hear about this experience, Chakshu. We'd like to help, could you let us know what went wrong? ^MA"
165,I’ve been very disappointed with the past year or so. I keep getting my prime orders late. I just had to cancel another late order because it’s not going to be here in time for my work’s donation to the . I ordered it a week in advance.,complaint_or_feedback,3,0.1993,1,Just in time for my birthday❤,"@174536 Biswa got big plans for your birthday. 😃 Wishing you a ""Happy birthday"" in advance. ^NK"
165,I’ve been very disappointed with the past year or so. I keep getting my prime orders late. I just had to cancel another late order because it’s not going to be here in time for my work’s donation to the . I ordered it a week in advance.,complaint_or_feedback,4,0.1671,1,I’m really disappointed with the delivery service for my orders around Oct.30 #superlate #IhavePrime #Why?,@132717 I'm sorry for the wait! Have we missed the delivery date provided in your order confirmation e-mail? ^BG
165,I’ve been very disappointed with the past year or so. I keep getting my prime orders late. I just had to cancel another late order because it’s not going to be here in time for my work’s donation to the . I ordered it a week in advance.,complaint_or_feedback,5,0.1634,1,Ordered a Mötley Crüe vinyl and Amazon sends me TYLER THE FUCKING CREATOR?!?! Not even close. Won't be here in time. Day ruined,@225825 Thanks for reaching out. I'm so sorry for the trouble. You can learn about the items you did not order here: https://t.co/401L54z0SO. ^LH
77,foi um kindle!! <3,technical_issue,1,0.6272,0,Todos deviam ter um Kindle,"@222176 Olá Mábile! O Kindle e só amor, né!❤️Me diga, qual é o seu lugar favorito para ler?🙃 ^HC"
77,foi um kindle!! <3,technical_issue,2,0.5568,2,"gente, uma dica: tenham um Kindle. sério, foi a melhor aquisição desse ano! 🧡 gratiluz ✨","@221645 O Kindle é amor, Flá 💖 Com certeza o melhor amigo dos leitores! O que você está lendo atualmente no seu Kindle? ^LG"
77,foi um kindle!! <3,technical_issue,3,0.4541,2,"Acabei de comprar: um kindle, MDSS serei tão leitor <3",@151163 Isso Ranyere! 😍👏 Que legal um novo Kindle. Com certeza você será tão leitor com esse monte de livros que temos disponíveis!! Agora só de aguardar que o novo Kindle chegar! 😻 ^CJ
77,foi um kindle!! <3,technical_issue,4,0.4177,0,"A é a melhor loja, comprei um kindle ontem e ja chegou","@148254 Oi Flazéda, ficamos muitos felizes que você já tem seu Kindle, continuamos trabalhando para fornecer sempre um melhor serviço! 😘 ^AG"
77,foi um kindle!! <3,technical_issue,5,0.3954,0,Comprei um Kindle na as 5:30 da tarde 9 da noite na enviaram,"@140021 Olá! Conte para nós, você sabe qual conteúdo vai ler no seu Kindle?. Ficamos curiosos. 🤔😃 ^NB"
80,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,technical_issue,1,0.974,0,Amazonの新サービス「Prime Reading」が開始 数百冊の書籍が読み放題 #ldnews うっひょーｗもう私アマゾンさんなしてでは生きられない・・・愛してる。。。 これはkindleいらんのよね。,@170171 いつもありがとうございます！😊 スマートフォンやタブレット、PCでもご利用いただけます🙏 YM
80,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,technical_issue,2,0.8882,0,Kindle unlimitedとpremiumReading読み放題とどう違うっていうんだ… Prime Reading,@171136 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
80,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,technical_issue,3,0.6972,0,ん？これ Kindle Unlimited 読み放題とどう違うんだ？月10冊迄ってのも同じなのに追加料金もない自動付帯無料サービスって事になってる。 → プライム会員なら読み放題 Prime Reading,@171137 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
80,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,technical_issue,4,0.6063,0,Kindle Unlimited に入ってる人はどうすればいいんでしょーか Prime Reading で読める本はKindle Unlimited でも読めるって認識でいいんでしょーか ಠ_ಠ,@171143 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
80,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,technical_issue,5,0.4789,0,Amazon reading とかいうサービスが展開されたらしいが、Amazon student 会員の俺は対象外なのかな。手順踏むと既にプライム会員である旨の表示が出るも、本が全く表示されない。,@169603 失礼いたします。Prime Reading特典はPrime Student会員の方もご利用いただけます。現在一時的にKindleストアに問題が発生しております。担当部署にて問題解決に努めておりますので、恐れ入りますが、お時間をあけてお試しください。RI
198,This was supposed to be a gift and the entire plan went for a toss. I will thing twice before booking anything in Amazon going forward.,booking_or_travel,1,0.2068,1,had a long conversation with one of your customer executive.. nothing fruiful just yhe standard response.This was supposed to be a gift,@158415 I get your frustration and I'm sorry about this. I've forwarded your feedback to the concerned team for review. ^HA
